,Amplitude,Phase_circle,Phase,Decay_rate,Period,Rhythmicity
TRINITY_DN6319_c0_g1_i6.1,3.368120679,109.0496039,3.630397287,0.940594968,11.98484888,rhythmic
TRINITY_DN16020_c0_g1_i4.1,0.014915889,103.88512,3.020481156,1.099252795,10.46707378,rhythmic
TRINITY_DN8153_c0_g1_i15.1,6.06803851,273.9702732,8.167128868,0.86418729,10.73169858,rhythmic
TRINITY_DN66798_c0_g1_i3.1,0.249303367,339.0774074,11.42822078,0.974435571,12.13339312,rhythmic
TRINITY_DN147400_c0_g1_i1.1,1.549636795,357.0079721,9.787639052,0.932244728,9.869667723,rhythmic
TRINITY_DN28579_c0_g1_i6.1,0.041065758,351.8720987,10.64437578,0.984406959,10.89025045,rhythmic
TRINITY_DN17925_c0_g1_i3.1,0.3132207,44.80904453,1.621438816,0.9439171,13.02678912,rhythmic
TRINITY_DN117026_c0_g1_i3.1,0.00921416,338.5570394,9.091361787,1.010260614,9.667175282,rhythmic
TRINITY_DN2750_c1_g2_i1.1,1.012157565,274.5554299,8.137635781,0.730884526,10.67015459,nonrhythmic
TRINITY_DN1635_c0_g2_i18.1,0.951724963,345.4955788,11.51395876,1.052366858,11.99733197,rhythmic
TRINITY_DN42781_c0_g1_i10.1,0.133621022,16.94247095,0.608685076,0.903081648,12.9335696,rhythmic
TRINITY_DN10822_c0_g1_i1.1,1.238698526,271.6047668,9.786597396,0.99848016,12.97169819,rhythmic
TRINITY_DN124414_c1_g1_i1.1,2.557727219,250.0586191,9.405255113,0.964761203,13.54039246,rhythmic
TRINITY_DN1527_c0_g1_i23.1,6.576432361,33.31643261,1.197571412,0.925602896,12.94033228,rhythmic
TRINITY_DN30097_c0_g1_i1.1,0.030767486,220.5867877,8.581455722,1.46615033,14.00502764,nonrhythmic
TRINITY_DN14852_c0_g1_i16.1,0.129798066,150.7206617,6.97438102,0.914802974,16.65848026,rhythmic
TRINITY_DN127039_c0_g1_i7.1,0.250587802,230.668803,8.174710598,0.898658514,12.75810069,rhythmic
TRINITY_DN13142_c0_g1_i17.1,0.190296556,28.61686784,0.965730446,1.020718872,12.14888235,rhythmic
TRINITY_DN165_c10_g1_i3.1,0.054664712,274.9778606,10.15081428,1.032461773,13.28940859,rhythmic
TRINITY_DN46122_c0_g1_i1.1,0.214454543,292.6191476,10.94757219,0.87884382,13.46844873,rhythmic
TRINITY_DN39378_c0_g1_i9.1,0.397199196,355.6645821,13.23603583,0.894710027,13.39737814,rhythmic
TRINITY_DN67190_c1_g1_i1.1,0.045334517,358.9647718,13.43177115,1.100637274,13.4705074,rhythmic
TRINITY_DN8002_c0_g1_i3.1,7.086409515,34.4767809,1.25787836,0.814263457,13.134527,rhythmic
TRINITY_DN14554_c0_g1_i15.1,0.018067299,128.8505529,9.474216615,0.924417997,26.47034029,rhythmic
TRINITY_DN21945_c0_g1_i16.1,2.151237179,331.4913458,12.90055134,0.790644336,14.01001426,nonrhythmic
TRINITY_DN166373_c0_g1_i8.1,0.266166145,55.64180583,1.736743705,0.978063492,11.23665425,rhythmic
TRINITY_DN10234_c1_g1_i1.1,85.67521751,84.81466551,2.885461061,0.938987107,12.24748074,rhythmic
TRINITY_DN8955_c0_g2_i4.1,0.228056812,7.193900609,0.250775984,1.257586752,12.54943029,nonrhythmic
TRINITY_DN1364_c0_g1_i11.1,15.4903194,43.11167771,1.558526732,0.911058717,13.01433053,rhythmic
TRINITY_DN1562_c2_g1_i2.1,0.018427241,290.9717231,11.65797055,1.136247284,14.42363318,rhythmic
TRINITY_DN19357_c0_g1_i2.1,1.005594391,43.22494019,1.516060701,0.888984521,12.62654963,rhythmic
TRINITY_DN27615_c1_g1_i1.1,1.810961232,171.5598995,6.567525733,1.054240671,13.7812465,rhythmic
TRINITY_DN9280_c0_g1_i18.1,0.324337575,318.2097237,12.83645742,1.117669855,14.52226104,rhythmic
TRINITY_DN37923_c0_g1_i9.1,0.092458094,265.2648394,6.843404286,0.99110744,9.287418373,rhythmic
TRINITY_DN17243_c0_g1_i4.1,2073.958122,49.8828255,1.424814262,0.475376945,10.28276023,nonrhythmic
TRINITY_DN24750_c0_g1_i5.1,1.205250813,22.40183278,0.539047627,0.804192596,8.662556659,rhythmic
TRINITY_DN9770_c0_g1_i2.1,0.451052571,82.62750755,2.790767893,0.904645595,12.1591038,rhythmic
TRINITY_DN78775_c0_g1_i4.1,0.028480148,344.1224758,10.05367612,1.09516808,10.51754435,rhythmic
TRINITY_DN61227_c0_g1_i1.1,0.03731348,199.290477,5.622606193,1.461187317,10.15672329,nonrhythmic
TRINITY_DN3442_c0_g1_i14.1,0.521521937,17.10071886,0.423206532,1.03013384,8.909236672,rhythmic
TRINITY_DN51429_c0_g1_i1.1,1.030072666,304.1490245,9.250219815,0.833596673,10.94884042,rhythmic
TRINITY_DN5219_c8_g1_i5.1,3.539491765,307.4379568,8.862261713,0.926876368,10.3774246,rhythmic
TRINITY_DN2103_c1_g1_i5.1,2.648497148,307.8840759,10.5226399,1.027926339,12.30382037,rhythmic
TRINITY_DN4488_c9_g1_i1.1,0.39510478,24.30288211,0.62059848,0.932647356,9.192961214,rhythmic
TRINITY_DN1617_c2_g1_i8.1,1.19400602,310.6857551,10.149296,0.990667,11.7602642,rhythmic
TRINITY_DN33623_c1_g2_i5.1,2.657135658,259.0181563,7.358310266,0.339614941,10.22705023,nonrhythmic
TRINITY_DN7665_c0_g1_i18.1,10.09810697,265.1354046,7.764032063,0.925164004,10.54197778,rhythmic
TRINITY_DN678_c0_g1_i1.1,0.067017412,136.7109822,5.107347925,1.02368169,13.44914083,rhythmic
TRINITY_DN2816_c1_g1_i29.1,0.355766289,131.9629234,4.628583994,1.305722673,12.62695759,nonrhythmic
TRINITY_DN14809_c0_g1_i2.1,0.013557793,146.7070527,3.439504793,1.187061283,8.440096797,rhythmic
TRINITY_DN12543_c0_g1_i21.1,0.083386177,71.53644565,2.820078593,1.139819964,14.19176315,rhythmic
TRINITY_DN7566_c0_g3_i1.1,3.595199073,229.8580947,8.134174406,0.970018274,12.73961132,rhythmic
TRINITY_DN15536_c0_g1_i15.1,0.100839344,56.35022229,1.656107016,1.266149334,10.58023379,nonrhythmic
TRINITY_DN77713_c0_g1_i13.1,0.3038057,30.73742085,1.157297141,0.979246387,13.55438938,rhythmic
TRINITY_DN9986_c0_g1_i1.1,7.636546365,48.51099277,1.69512116,0.887476742,12.57949143,rhythmic
TRINITY_DN6078_c1_g1_i1.1,0.253269491,296.5091994,10.8108847,1.030750266,13.1257934,rhythmic
TRINITY_DN6434_c0_g1_i12.1,0.053351871,181.5870911,8.004110513,1.177468837,15.86830742,rhythmic
TRINITY_DN11986_c0_g1_i2.1,17.6861453,331.9697046,12.49118649,0.955933464,13.54589612,rhythmic
TRINITY_DN1478_c8_g1_i7.1,3.813471566,83.04780643,3.289954358,1.391319274,14.26146722,nonrhythmic
TRINITY_DN36695_c0_g1_i10.1,0.853112316,96.53811195,3.044371551,0.977343634,11.35275733,rhythmic
TRINITY_DN79509_c0_g1_i6.1,0.829979929,347.1250498,13.49483904,0.909363057,13.99536581,rhythmic
TRINITY_DN26781_c0_g1_i2.1,0.164027992,99.95206541,3.202349859,0.946454591,11.53398826,rhythmic
TRINITY_DN48233_c0_g1_i5.1,0.17586089,44.45282499,1.586085182,0.944113675,12.84486792,rhythmic
TRINITY_DN51366_c0_g1_i1.1,25.54818929,229.2996723,7.636615269,0.920873046,11.9894698,rhythmic
TRINITY_DN16453_c0_g1_i4.1,0.515657102,256.1313435,10.70576254,0.990967551,15.04725842,rhythmic
TRINITY_DN237_c3_g2_i10.1,0.17390212,29.32833244,0.805108759,0.994504865,9.882565058,rhythmic
TRINITY_DN13022_c0_g1_i2.1,0.170704653,83.68483843,2.708230149,0.969405627,11.65041209,rhythmic
TRINITY_DN9711_c1_g1_i1.1,2.43537368,258.3350632,8.31176547,0.932743317,11.5827698,rhythmic
TRINITY_DN3429_c0_g1_i16.1,0.242229629,34.22500052,1.259976071,0.985353257,13.25321778,rhythmic
TRINITY_DN40797_c0_g1_i4.1,0.024337768,24.89232018,0.748123994,1.039631154,10.81958756,rhythmic
TRINITY_DN39035_c0_g1_i1.1,1.056988326,8.915999545,0.346306423,0.992538648,13.98276342,rhythmic
TRINITY_DN4281_c1_g1_i2.1,0.187849646,70.93583853,2.560165954,0.957515397,12.99286457,rhythmic
TRINITY_DN21201_c0_g1_i11.1,0.084136393,279.4108697,9.413296124,1.060711076,12.12832775,rhythmic
TRINITY_DN19120_c0_g1_i3.1,0.002089593,125.5145073,3.571700729,0.757851529,10.24433183,nonrhythmic
TRINITY_DN11791_c0_g1_i7.1,0.006374469,38.38308479,1.584956681,1.012297028,14.86551715,rhythmic
TRINITY_DN6540_c0_g1_i8.1,7.370599541,62.88100813,2.185267413,0.856241039,12.51087239,rhythmic
TRINITY_DN56677_c0_g1_i1.1,0.030455779,70.91255819,1.929961693,0.996714888,9.797787968,rhythmic
TRINITY_DN19899_c0_g1_i11.1,0.08036748,219.9903005,7.786183192,1.25327965,12.7415888,nonrhythmic
TRINITY_DN22018_c0_g1_i2.1,0.857991185,41.23021062,1.448004448,0.906549738,12.64319521,rhythmic
TRINITY_DN35708_c0_g1_i3.1,0.271878279,94.84579501,3.183749995,0.934578795,12.08435227,rhythmic
TRINITY_DN71703_c4_g1_i1.1,0.077755297,190.9222891,5.791035637,1.049293484,10.91948373,rhythmic
TRINITY_DN17375_c0_g1_i1.1,3.410223721,308.9755771,8.576504871,0.92589896,9.992834327,rhythmic
TRINITY_DN3879_c6_g1_i8.1,0.294404728,338.2137385,18.24055357,0.882630936,19.41553088,rhythmic
TRINITY_DN16954_c0_g1_i7.1,0.158713514,297.4394541,33.60401852,0.996676938,40.67196366,nonrhythmic
TRINITY_DN9422_c0_g1_i9.1,10.14926034,304.5932263,8.924626094,0.88067799,10.54805267,rhythmic
TRINITY_DN30548_c0_g1_i1.1,0.182859932,6.770423062,0.249869624,1.074065275,13.28618075,rhythmic
TRINITY_DN9463_c1_g1_i1.1,9.672924343,314.0746878,13.05567191,1.034850839,14.96472677,rhythmic
TRINITY_DN40413_c0_g1_i18.1,0.09506018,349.5891943,11.49566643,1.023499792,11.83800867,rhythmic
TRINITY_DN4761_c0_g1_i5.1,4.129884726,71.51716047,2.328973703,0.867354579,11.72348745,rhythmic
TRINITY_DN82231_c0_g1_i1.1,2.327081251,241.742006,8.111296846,0.780739225,12.0792696,nonrhythmic
TRINITY_DN40452_c1_g1_i4.1,2.402204338,97.32957339,3.139990543,0.984987296,11.6141123,rhythmic
TRINITY_DN4237_c0_g1_i25.1,2.589842293,344.5890842,11.37636481,0.978754903,11.88514529,rhythmic
TRINITY_DN174483_c0_g2_i1.1,0.372149584,107.669223,3.491208416,1.244396331,11.67311321,nonrhythmic
TRINITY_DN27629_c2_g1_i1.1,2.131569296,232.7918517,7.784700366,0.815065926,12.03861781,rhythmic
TRINITY_DN20985_c0_g1_i22.1,0.117459612,107.6621702,4.734974637,1.162531545,15.83277456,rhythmic
TRINITY_DN22450_c0_g1_i15.1,14.80156841,106.8252566,4.654658448,0.458943985,15.6861504,nonrhythmic
TRINITY_DN17922_c1_g1_i11.1,0.496069077,67.94747651,2.16986848,0.885058436,11.4964189,rhythmic
TRINITY_DN1443_c10_g1_i1.1,0.198434173,130.332772,3.999393628,1.032979708,11.04696604,rhythmic
TRINITY_DN102298_c0_g1_i1.1,30.63438799,26.20479088,0.674774494,0.626331341,9.27001551,nonrhythmic
TRINITY_DN76249_c0_g1_i2.1,26.0399505,95.73568319,2.610075681,0.372117147,9.814806912,nonrhythmic
TRINITY_DN213296_c0_g1_i1.1,0.045982765,123.9297508,3.712118076,1.116823017,10.78322597,rhythmic
TRINITY_DN20964_c0_g1_i13.1,0.848586648,58.86921619,1.668344895,1.086260487,10.20234684,rhythmic
TRINITY_DN30842_c1_g1_i1.1,0.090145554,196.6328554,9.059621035,1.106826233,16.58656467,rhythmic
TRINITY_DN21_c0_g4_i1.1,0.278396293,299.5892853,10.10743761,0.971133429,12.14555299,rhythmic
TRINITY_DN36406_c0_g1_i5.1,0.087522096,23.48155918,0.740805737,0.969711726,11.35742576,rhythmic
TRINITY_DN6551_c0_g1_i6.1,5.211289325,314.0206143,8.871793955,1.031714132,10.17081579,rhythmic
TRINITY_DN6082_c0_g1_i13.1,5.99114042,240.8955698,9.305157448,0.846897177,13.90584594,rhythmic
TRINITY_DN101906_c0_g1_i2.1,10.82445201,171.7451961,4.364806827,1.048151029,9.149195982,rhythmic
TRINITY_DN16095_c0_g1_i15.1,0.478668561,204.3322419,8.835227674,0.784893604,15.56622652,nonrhythmic
TRINITY_DN14490_c0_g1_i1.1,0.041775757,319.5469715,31.26415484,1.158977385,35.22203853,rhythmic
TRINITY_DN23446_c0_g1_i5.1,0.003839583,41.31829774,1.277157792,1.114577149,11.12768023,rhythmic
TRINITY_DN88_c1_g1_i7.1,0.039984626,217.3634449,10.24326298,1.2536852,16.96501761,nonrhythmic
TRINITY_DN66277_c2_g1_i8.1,0.121255544,241.7739065,8.241932586,0.848333892,12.27219171,rhythmic
TRINITY_DN1388_c0_g1_i11.1,13.30813947,346.0419367,13.5587968,0.863832435,14.10570896,rhythmic
TRINITY_DN1777_c1_g3_i1.1,0.292591261,295.5168662,9.15372316,0.904505102,11.15110748,rhythmic
TRINITY_DN4625_c0_g1_i1.1,1.478942391,63.69212153,2.201478117,0.913592926,12.44317355,rhythmic
TRINITY_DN34833_c1_g1_i8.1,0.036631234,268.3448601,18.8541115,1.029370131,25.29387051,rhythmic
TRINITY_DN28753_c0_g1_i11.1,0.164230896,81.6137151,2.81201744,0.919264256,12.40387449,rhythmic
TRINITY_DN3007_c0_g3_i2.1,0.01701129,91.27186671,2.966804681,1.033013801,11.70184991,rhythmic
TRINITY_DN104774_c0_g1_i1.1,0.046703973,309.8794332,8.620868399,1.046889563,10.01522622,rhythmic
TRINITY_DN121914_c0_g1_i1.1,0.111530743,158.3848093,6.302052486,1.092880962,14.32422026,rhythmic
TRINITY_DN742_c0_g1_i11.1,9.912827243,35.4165728,1.309848092,0.961451023,13.3142559,rhythmic
TRINITY_DN75937_c0_g1_i3.1,0.956860163,36.33059819,1.31190551,0.93123934,12.9996754,rhythmic
TRINITY_DN7357_c5_g1_i3.1,0.138917342,272.5261216,9.336246433,1.000215242,12.3329415,rhythmic
TRINITY_DN431_c3_g1_i3.1,2.765568275,193.7884316,6.887593972,1.024162046,12.79505597,rhythmic
TRINITY_DN20863_c0_g1_i16.1,2.496344789,301.1928898,9.116451349,0.80622801,10.89641422,rhythmic
TRINITY_DN3858_c0_g1_i6.1,50.64175091,71.62924398,2.50453202,0.936018414,12.58747792,rhythmic
TRINITY_DN16184_c0_g1_i45.1,0.422698551,359.9924769,16.87701267,0.913026312,16.87736537,rhythmic
TRINITY_DN2378_c0_g1_i49.1,49.07631098,140.0333069,6.419651285,0.970632785,16.50374838,rhythmic
TRINITY_DN25162_c0_g2_i1.1,0.011212825,4.269154213,0.207427701,1.481327265,17.49151437,nonrhythmic
TRINITY_DN23869_c0_g2_i1.1,4.706379336,4.636781048,0.380952937,1.050221433,29.5772123,rhythmic
TRINITY_DN5337_c0_g1_i3.1,102.5571103,79.01022383,2.170629387,0.941132688,9.890195741,rhythmic
TRINITY_DN10268_c0_g1_i1.1,3.248564526,232.3797933,8.511355732,0.683077241,13.18569063,nonrhythmic
TRINITY_DN41750_c0_g1_i4.1,2.434866706,281.3130091,8.719655591,0.938448964,11.15865926,rhythmic
TRINITY_DN3766_c0_g2_i6.1,0.125447865,294.0454408,17.89185052,0.974022428,21.90500274,rhythmic
TRINITY_DN57603_c0_g1_i1.1,0.219170189,186.2998717,5.051516759,1.061047808,9.761391766,rhythmic
TRINITY_DN9908_c0_g1_i16.1,0.115643125,227.9408891,10.0196797,0.991600223,15.82464956,rhythmic
TRINITY_DN8996_c0_g1_i4.1,1.357810882,274.4612221,9.285221001,0.901911606,12.17905952,rhythmic
TRINITY_DN7541_c0_g1_i6.1,2.186541462,45.2800489,1.913662536,0.966827488,15.21461504,rhythmic
TRINITY_DN30770_c0_g1_i5.1,0.639356082,17.12772159,0.566187058,0.982707291,11.90043519,rhythmic
TRINITY_DN31935_c0_g1_i4.1,0.907452795,28.36431841,0.927400506,1.387752088,11.77056953,nonrhythmic
TRINITY_DN26100_c0_g1_i1.1,0.758555695,0,NA,NA,Inf,nonrhythmic
TRINITY_DN26100_c0_g1_i1.2,NA,0,NA,0.138702541,Inf,nonrhythmic
TRINITY_DN1249_c1_g1_i6.1,0.041451951,86.83889348,2.988403953,1.098787507,12.38875094,rhythmic
TRINITY_DN58051_c0_g1_i1.1,0.10307255,225.9633822,8.303807683,0.876889651,13.22944778,rhythmic
TRINITY_DN112324_c0_g1_i11.1,0.021540763,78.63941284,2.555323897,1.069129988,11.69790783,rhythmic
TRINITY_DN107110_c0_g1_i2.1,0.608515124,322.2623595,14.92238086,1.166901162,16.66982492,rhythmic
TRINITY_DN133_c2_g1_i20.1,0.084740363,308.5309558,18.22958851,1.285795771,21.27064315,nonrhythmic
TRINITY_DN504_c4_g1_i5.1,2.726054331,66.52785398,2.023262211,1.00227375,10.94841262,rhythmic
TRINITY_DN15214_c0_g1_i6.1,0.874537969,7.330181168,0.241563056,1.019126878,11.86364952,rhythmic
TRINITY_DN23624_c1_g1_i1.1,2.711758862,23.1058205,0.734511904,0.942423505,11.44405521,rhythmic
TRINITY_DN110859_c0_g2_i1.1,0.002492726,282.3520765,13.12343857,1.2421136,16.73243541,nonrhythmic
TRINITY_DN2252_c0_g1_i3.1,18.99271966,251.8679155,6.740474822,0.892473178,9.634299515,rhythmic
TRINITY_DN31418_c0_g1_i18.1,0.230767807,13.6157239,0.533550942,0.894865689,14.1070971,rhythmic
TRINITY_DN2038_c2_g1_i10.1,6.873988991,280.9987371,7.935404805,0.984837808,10.1664006,rhythmic
TRINITY_DN60597_c0_g1_i8.1,0.507374222,239.3051571,8.431648102,0.954433841,12.68419516,rhythmic
TRINITY_DN10327_c1_g1_i12.1,1.303702948,112.0803738,3.220835415,0.946004707,10.34526126,rhythmic
TRINITY_DN3086_c0_g1_i3.1,1.767352741,271.4932196,8.03852506,1.069364042,10.65908396,rhythmic
TRINITY_DN2054_c1_g1_i8.1,0.432314874,250.309619,8.649169156,0.99929533,12.43939769,rhythmic
TRINITY_DN23331_c0_g1_i9.1,0.124559325,199.6166449,5.507833527,0.990518518,9.933139948,rhythmic
TRINITY_DN22642_c1_g1_i3.1,0.227282339,209.3533409,8.190610631,0.826129342,14.08441735,rhythmic
TRINITY_DN16078_c0_g1_i3.1,26.15230048,332.2179309,8.894062265,0.779465648,9.637837447,nonrhythmic
TRINITY_DN6896_c1_g1_i1.1,0.222024739,266.4466353,9.38357082,1.012985224,12.67828168,rhythmic
TRINITY_DN5514_c0_g2_i4.1,0.060342854,321.7535356,10.542726,0.987236309,11.79592744,rhythmic
TRINITY_DN25214_c0_g1_i1.1,0.036692184,233.0692583,7.709970702,0.997767205,11.90886122,rhythmic
TRINITY_DN5700_c0_g1_i6.1,1.137211316,20.00358783,0.651281141,1.021184473,11.72095789,rhythmic
TRINITY_DN21533_c1_g1_i1.1,0.12080599,47.93203876,1.588114253,0.96005139,11.9277449,rhythmic
TRINITY_DN170392_c1_g1_i1.1,191.7737821,260.0409022,7.928698677,1.064784159,10.97647139,rhythmic
TRINITY_DN10297_c0_g2_i3.1,0.271851265,163.5994518,4.821325345,1.310663635,10.60930893,nonrhythmic
TRINITY_DN1361_c2_g2_i1.1,0.179722905,338.8049898,8.761445832,0.983958823,9.309545593,rhythmic
TRINITY_DN261476_c0_g1_i1.1,0.035875303,205.0713093,6.313214159,1.234068776,11.08276484,nonrhythmic
TRINITY_DN36379_c2_g1_i4.1,365.6525469,298.117017,8.54207866,1.018590543,10.31523912,rhythmic
TRINITY_DN19176_c2_g1_i10.1,0.047122737,292.4458325,10.37792947,1.056458151,12.77520209,rhythmic
TRINITY_DN907_c0_g2_i1.1,0.001450179,284.2328074,7.790392764,1.104020138,9.867057293,rhythmic
TRINITY_DN3254_c1_g1_i8.1,0.272866764,27.92635273,0.88183231,1.001892894,11.36774411,rhythmic
TRINITY_DN8236_c1_g1_i6.1,0.002964391,247.3019251,6.144800869,1.218877193,8.945050922,nonrhythmic
TRINITY_DN33027_c0_g1_i2.1,0.025264688,2.125376494,0.070345229,1.11115753,11.9151983,rhythmic
TRINITY_DN4972_c0_g1_i15.1,11.21810013,0,NA,NA,Inf,nonrhythmic
TRINITY_DN4972_c0_g1_i15.2,NA,0,NA,-3.409200874,Inf,nonrhythmic
TRINITY_DN1867_c1_g1_i15.1,0.309631889,265.3159996,9.161597523,1.093754336,12.4311203,rhythmic
TRINITY_DN5837_c1_g1_i2.1,0.180786737,251.7805032,8.983598984,1.005951656,12.84490099,rhythmic
TRINITY_DN82488_c0_g1_i5.1,0.077700104,98.66320393,3.668944158,0.994394847,13.38715797,rhythmic
TRINITY_DN5753_c0_g1_i3.1,0.468928188,48.94229156,1.868007249,1.031022351,13.74031718,rhythmic
TRINITY_DN3596_c0_g1_i26.1,0.507744094,227.2777528,6.981571405,0.964807779,11.05856457,rhythmic
TRINITY_DN436_c0_g1_i20.1,4.771784806,3.322372497,0.102787213,1.087131345,11.13764242,rhythmic
TRINITY_DN6572_c1_g1_i1.1,0.556053713,328.3064883,10.75318257,0.979930172,11.79125562,rhythmic
TRINITY_DN65853_c0_g1_i8.1,0.704230471,261.7246347,8.407306135,0.842941347,11.5641778,rhythmic
TRINITY_DN35890_c0_g1_i7.1,0.095135623,171.9369813,4.935086186,0.982540876,10.33303606,rhythmic
TRINITY_DN23496_c0_g1_i4.1,0.658432317,262.8227637,8.852790269,0.951835285,12.1260596,rhythmic
TRINITY_DN20739_c0_g1_i20.1,0.547149387,50.62061051,1.983026122,0.960139826,14.10274188,rhythmic
TRINITY_DN8099_c1_g1_i1.1,7.224281142,275.1487763,9.981962878,1.126109484,13.06023121,rhythmic
TRINITY_DN6233_c1_g1_i2.1,0.09265281,115.6753453,3.375614327,1.041916401,10.50544656,rhythmic
TRINITY_DN33214_c0_g1_i5.1,0.754389573,130.9426665,4.219640886,0.92603238,11.601037,rhythmic
TRINITY_DN6022_c0_g2_i1.1,1.022739114,262.4012302,9.374007383,1.022863756,12.86062057,rhythmic
TRINITY_DN336_c0_g1_i9.1,188.7841674,100.9043848,2.854872405,1.16360261,10.18542522,rhythmic
TRINITY_DN31550_c1_g3_i6.1,0.913684166,1.925282736,0.053216169,0.99971499,9.950653271,rhythmic
TRINITY_DN20340_c0_g1_i5.1,0.024612401,277.1956182,8.455833018,0.978057382,10.98177491,rhythmic
TRINITY_DN57616_c0_g1_i4.1,0.078584658,68.10888413,2.085684217,1.033085233,11.02420525,rhythmic
TRINITY_DN36759_c0_g1_i5.1,0.128282003,206.976481,8.233702806,1.029416717,14.32111028,rhythmic
TRINITY_DN7286_c0_g1_i2.1,1.46080071,274.4987869,10.50348801,1.192222639,13.77512712,rhythmic
TRINITY_DN3336_c1_g1_i3.1,0.0769784,200.3008284,8.080188251,0.989776786,14.52249496,rhythmic
TRINITY_DN10224_c0_g2_i2.1,0.268489038,231.9456165,8.130733968,0.967473533,12.61961434,rhythmic
TRINITY_DN7920_c0_g1_i13.1,1.122723599,109.2266699,3.165433779,0.955607187,10.43294794,rhythmic
TRINITY_DN20610_c0_g1_i1.1,0.747863359,9.515216979,0.235787017,1.003341845,8.920797734,rhythmic
TRINITY_DN52647_c0_g1_i8.1,0.039819687,179.152235,5.113214952,0.989131116,10.27482232,rhythmic
TRINITY_DN5945_c0_g1_i2.1,44.56880253,233.586241,9.545949071,0.740530239,14.71208942,nonrhythmic
TRINITY_DN21101_c3_g1_i2.1,0.015749809,143.6052748,4.799977989,1.102235192,12.032929,rhythmic
TRINITY_DN54836_c0_g1_i10.1,0.0359737,240.5277267,7.459566986,1.323152177,11.16480063,nonrhythmic
TRINITY_DN66641_c0_g1_i2.1,0.656943187,356.1575283,13.88526562,0.840850925,14.03506939,rhythmic
TRINITY_DN74204_c0_g1_i3.1,1.822441238,332.7858676,10.42608682,1.205883916,11.27869786,nonrhythmic
TRINITY_DN14090_c0_g1_i4.1,0.803748127,110.4888827,3.539117945,0.914056846,11.53131817,rhythmic
TRINITY_DN31823_c0_g1_i21.1,0.555213188,310.3016692,9.243183201,0.73314287,10.7235838,nonrhythmic
TRINITY_DN41363_c0_g1_i5.1,0.059371816,0,NA,NA,Inf,nonrhythmic
TRINITY_DN41363_c0_g1_i5.2,NA,0,NA,0.769862692,Inf,nonrhythmic
TRINITY_DN4174_c0_g1_i11.1,1.46796308,267.2519856,8.212470151,0.827011616,11.062553,rhythmic
TRINITY_DN17185_c1_g1_i12.1,0.38338025,281.2290517,7.610325674,0.965533762,9.741942471,rhythmic
TRINITY_DN61611_c0_g1_i1.1,0.614124779,344.0239817,8.555151554,1.144272236,8.952441467,rhythmic
TRINITY_DN91671_c0_g1_i1.1,0.558136878,217.4076964,6.024770114,0.93305485,9.976267067,rhythmic
TRINITY_DN145856_c0_g1_i1.1,1.088832447,83.95356903,3.991612309,0.980321506,17.11637096,rhythmic
TRINITY_DN21600_c0_g1_i1.1,0.160886728,234.823847,7.070101863,1.130976244,10.83891906,rhythmic
TRINITY_DN9170_c0_g1_i1.1,0.173879561,262.6546934,8.917148208,1.018049315,12.22202929,rhythmic
TRINITY_DN9118_c3_g1_i3.1,1.058017387,102.9659936,2.973341889,0.951793678,10.39569515,rhythmic
TRINITY_DN2497_c2_g1_i2.1,25.89107383,283.5097213,8.207609125,0.9746458,10.42200342,rhythmic
TRINITY_DN6540_c1_g1_i1.1,0.157573862,106.3534923,3.557457801,0.889465332,12.04177484,rhythmic
TRINITY_DN10839_c0_g1_i3.1,1.32815275,162.1822056,7.474222604,0.972815761,16.59072354,rhythmic
TRINITY_DN35125_c0_g1_i5.1,0.267045802,101.0711907,3.139473089,0.964214929,11.18231916,rhythmic
TRINITY_DN17933_c1_g1_i3.1,0.023472462,279.5191332,7.488316567,1.126581053,9.644398698,rhythmic
TRINITY_DN2407_c0_g1_i8.1,0.364712813,323.9175882,24.72524793,1.067833302,27.47948731,rhythmic
TRINITY_DN10496_c0_g1_i9.1,0.785149355,88.13723062,3.512774445,0.931451291,14.34806598,rhythmic
TRINITY_DN138812_c0_g1_i2.1,13.34760561,263.6903391,7.335450583,0.73139775,10.0146339,nonrhythmic
TRINITY_DN141612_c0_g1_i1.1,0.03508041,236.8030358,8.266833897,1.017922143,12.56766068,rhythmic
TRINITY_DN33229_c0_g1_i5.1,0.722812264,285.6287558,8.531665468,0.820380589,10.75311749,rhythmic
TRINITY_DN2383_c11_g1_i4.1,2.620835165,279.1961113,8.963037479,0.749543654,11.55708608,nonrhythmic
TRINITY_DN23065_c0_g1_i1.1,0.031295388,205.0695147,7.471923111,0.938657315,13.11697803,rhythmic
TRINITY_DN6555_c0_g1_i12.1,0.604838494,84.62180529,3.433774281,1.002411638,14.60804029,rhythmic
TRINITY_DN27545_c0_g1_i2.1,0.33412641,165.1207575,4.503805151,1.028164239,9.819297581,rhythmic
TRINITY_DN10156_c3_g1_i1.1,0.712553747,62.8766874,1.93762366,0.984664969,11.09384967,rhythmic
TRINITY_DN7449_c2_g1_i3.1,2.137689766,308.6366758,8.484806809,0.703660984,9.896848596,nonrhythmic
TRINITY_DN1908_c0_g1_i7.1,36.09535147,24.12178639,0.897075448,0.857530732,13.38819423,rhythmic
TRINITY_DN3469_c0_g1_i2.1,0.474082025,233.9693199,6.899988347,0.982192489,10.61675867,rhythmic
TRINITY_DN26222_c0_g1_i4.1,0.384420876,328.0347963,13.03559136,0.893487169,14.30583871,rhythmic
