,Amplitude,Phase_circle,Phase,Decay_rate,Period,Rhythmicity
TRINITY_DN7591_c0_g1_i1.1,5.654047588,305.6177533,8.602114341,0.916979252,10.13279212,rhythmic
TRINITY_DN2059_c0_g1_i2.1,15.03675003,0,NA,1.148247142,Inf,nonrhythmic
TRINITY_DN2059_c0_g1_i2.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN910_c1_g1_i11.1,8.732619123,270.1477565,9.219732612,1.118252094,12.28625321,rhythmic
TRINITY_DN10774_c0_g1_i3.1,7.449337558,286.5953352,8.245034356,0.981608654,10.35680628,rhythmic
TRINITY_DN10588_c0_g1_i26.1,4.282941552,161.4564112,5.537100644,1.311451805,12.34609525,nonrhythmic
TRINITY_DN11599_c0_g2_i13.1,0.002943167,276.7611495,11.61420883,1.252646421,15.10730529,nonrhythmic
TRINITY_DN40834_c0_g1_i5.1,29.79725255,278.6444929,10.60956103,1.175722892,13.70722218,rhythmic
TRINITY_DN28863_c0_g1_i12.1,0.17288495,66.99987027,2.26117223,0.930524489,12.14960566,rhythmic
TRINITY_DN14605_c0_g2_i1.1,1.434665804,247.2489862,8.116716471,0.943264723,11.81811895,rhythmic
TRINITY_DN126946_c0_g1_i2.1,1.227744795,245.472517,8.399320393,0.734242071,12.31810134,nonrhythmic
TRINITY_DN17898_c0_g1_i6.1,0.027317409,249.9665271,8.075135038,1.100087141,11.62975158,rhythmic
TRINITY_DN51_c8_g1_i5.1,0.239834238,207.4572167,5.524674248,1.158117938,9.586953691,rhythmic
TRINITY_DN19099_c0_g1_i5.1,0.197483496,142.446037,4.99725505,0.965149794,12.62942695,rhythmic
TRINITY_DN4180_c0_g1_i7.1,2.144230493,284.4131757,8.38626049,0.826376753,10.61502783,rhythmic
TRINITY_DN102727_c0_g1_i1.1,0.220865005,43.31366793,1.205960309,0.939548418,10.02329593,rhythmic
TRINITY_DN19404_c0_g1_i21.1,1.252460872,105.0918269,3.36215246,1.192995971,11.5173075,rhythmic
TRINITY_DN12208_c0_g1_i63.1,5.649638926,333.2858122,12.86690961,0.982912574,13.89824376,rhythmic
TRINITY_DN15709_c0_g1_i1.1,34.16795393,152.9389964,7.88895974,0.330061491,18.56966224,nonrhythmic
TRINITY_DN62993_c1_g1_i10.1,0.031151152,7.084026728,0.188591721,0.995733871,9.58395871,rhythmic
TRINITY_DN31088_c1_g1_i3.1,0.032163721,301.6588266,8.83218832,1.039663181,10.54034397,rhythmic
TRINITY_DN30103_c0_g1_i8.1,6.067829958,11.04625961,0.290228834,0.963004011,9.458620751,rhythmic
TRINITY_DN34380_c0_g1_i1.1,3.308818525,190.5141805,5.346185417,1.001522249,10.10227556,rhythmic
TRINITY_DN1105_c1_g1_i4.1,0.551793179,335.6687116,9.356327166,0.965296707,10.03453007,rhythmic
TRINITY_DN13707_c0_g1_i5.1,0.009379842,305.8755744,10.62182815,1.301327633,12.50135171,nonrhythmic
TRINITY_DN841_c6_g2_i1.1,0.256365233,267.8952633,9.615852607,1.024984172,12.92186691,rhythmic
TRINITY_DN29039_c0_g1_i15.1,0.193503341,184.8050026,5.327848308,0.978352309,10.37864433,rhythmic
TRINITY_DN20046_c1_g2_i1.1,0.865955326,59.73029132,5.979264493,1.661054624,36.0375811,nonrhythmic
TRINITY_DN10637_c0_g2_i1.1,0.58984318,141.0147807,4.229326696,0.791302561,10.79714909,nonrhythmic
TRINITY_DN49127_c1_g1_i3.1,0.109247317,267.6039571,17.18941599,1.028642361,23.12443292,rhythmic
TRINITY_DN5856_c0_g1_i6.1,0.159761958,176.5279919,6.622039441,1.050725239,13.50456759,rhythmic
TRINITY_DN4799_c0_g2_i2.1,33.20675331,190.626032,5.140681605,1.010606372,9.708251064,rhythmic
TRINITY_DN31426_c0_g1_i5.1,0.043375207,266.6232802,16.31943356,0.976115454,22.03482036,rhythmic
TRINITY_DN13739_c0_g1_i2.1,0.112011153,16.25941278,0.5108862,1.003487958,11.3115421,rhythmic
TRINITY_DN61764_c0_g1_i9.1,0.550842828,60.88002008,1.536523818,1.22979379,9.085880288,nonrhythmic
TRINITY_DN15444_c0_g1_i2.1,2.50053589,343.1800037,11.85870781,1.299861187,12.4399288,nonrhythmic
TRINITY_DN2648_c2_g1_i23.1,0.612957657,15.4605768,0.461420886,0.926087418,10.74419934,rhythmic
TRINITY_DN5499_c7_g1_i1.1,0.81482203,69.54987303,2.469947699,1.061852134,12.78479935,rhythmic
TRINITY_DN29618_c0_g1_i2.1,1.047799031,66.8155663,2.215993505,0.813261419,11.93969767,rhythmic
TRINITY_DN6086_c0_g1_i5.1,0.26622584,137.8032248,3.298834845,0.964493134,8.61794451,rhythmic
TRINITY_DN833_c1_g2_i13.1,2.153203733,256.6717159,7.118070509,0.905969301,9.983590808,rhythmic
TRINITY_DN20721_c0_g1_i3.1,0.532397016,41.67219844,1.251944381,1.03310823,10.81536358,rhythmic
TRINITY_DN4979_c1_g1_i3.1,0.133270749,16.2229977,0.48302988,1.102782699,10.71878084,rhythmic
TRINITY_DN18_c0_g1_i11.1,1.070872328,348.6514963,9.488053905,0.986328406,9.796887269,rhythmic
TRINITY_DN13809_c0_g1_i2.1,0.063359696,103.7327543,2.506454227,0.913405291,8.698540084,rhythmic
TRINITY_DN8332_c3_g1_i11.1,0.1300981,237.3046149,7.588809296,1.08617226,11.51250829,rhythmic
TRINITY_DN8143_c0_g1_i12.1,1.843202663,37.34921521,1.360237035,0.882485146,13.1109939,rhythmic
TRINITY_DN4643_c1_g1_i1.1,0.438705379,290.0904101,10.14085417,0.875450762,12.58472316,rhythmic
TRINITY_DN6724_c2_g1_i4.1,0.065812281,63.1887123,2.293461702,1.153235157,13.06635604,rhythmic
TRINITY_DN17495_c0_g1_i7.1,0.652741399,199.4416164,4.797730572,1.031317356,8.660093301,rhythmic
TRINITY_DN9815_c1_g1_i8.1,0.107780194,185.4561712,7.246067167,0.817406407,14.06577179,rhythmic
TRINITY_DN13970_c0_g1_i4.1,2.385981322,47.87801991,1.669997841,0.904533613,12.55689404,rhythmic
TRINITY_DN56420_c0_g1_i11.1,0.011734855,351.2978705,11.56536642,1.114245769,11.85185639,rhythmic
TRINITY_DN12561_c1_g1_i3.1,0.333207273,238.119856,8.446940851,0.974324688,12.77045416,rhythmic
TRINITY_DN72647_c3_g1_i1.1,15.22727662,109.0719355,4.195893616,1.131412808,13.84885759,rhythmic
TRINITY_DN192223_c0_g1_i1.1,1.231761949,271.7015209,7.721208715,1.077476087,10.23047323,rhythmic
TRINITY_DN425_c5_g1_i1.1,0.178236517,246.9819939,8.550102242,1.01559963,12.46259599,rhythmic
TRINITY_DN3443_c1_g1_i2.1,0.287269479,148.7401648,6.070498861,0.971273248,14.69259895,rhythmic
TRINITY_DN20167_c0_g1_i5.1,0.125089787,38.05011042,1.24671395,1.019389757,11.79541969,rhythmic
TRINITY_DN3539_c3_g1_i3.1,0.510758984,223.2091074,6.767730362,1.007429418,10.91524875,rhythmic
TRINITY_DN12537_c1_g1_i2.1,7.787020028,22.97551246,0.828440688,0.942885908,12.98071798,rhythmic
TRINITY_DN9596_c1_g1_i3.1,22.76123477,120.4702866,3.748254966,1.094658138,11.20086808,rhythmic
TRINITY_DN10636_c0_g1_i12.1,1.64366936,89.69809722,3.051006873,0.866749191,12.24510339,rhythmic
TRINITY_DN4522_c0_g1_i14.1,0.459045899,244.7592008,7.953094066,0.817061019,11.69767614,rhythmic
TRINITY_DN147556_c0_g1_i1.1,6.72343333,289.2565749,8.809812913,0.985534302,10.96442717,rhythmic
TRINITY_DN11279_c0_g3_i1.1,0.107567164,8.63191513,0.394822737,1.08828992,16.46635576,rhythmic
TRINITY_DN243607_c0_g1_i9.1,0.004280088,63.02245533,3.357288693,1.140139919,19.17767124,rhythmic
TRINITY_DN10055_c0_g2_i3.1,1.194967473,245.0927704,8.91073624,1.004277426,13.08837075,rhythmic
TRINITY_DN64347_c0_g1_i5.1,0.223142835,27.33986877,1.035795922,0.898355863,13.63892911,rhythmic
TRINITY_DN171_c0_g1_i5.1,1.792201626,326.5362041,10.8409126,1.035333341,11.95190147,rhythmic
TRINITY_DN10092_c0_g1_i8.1,372.003132,0,NA,NA,Inf,nonrhythmic
TRINITY_DN10092_c0_g1_i8.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN16880_c0_g1_i3.1,0.011285905,352.7233262,16.14921594,1.458234255,16.48237388,nonrhythmic
TRINITY_DN5481_c0_g1_i11.1,299.0230036,142.2910275,4.021699823,0.92356073,10.17500514,rhythmic
TRINITY_DN43961_c0_g1_i4.1,19.43010214,270.072152,16.05377095,0.988554659,21.39930941,rhythmic
TRINITY_DN131493_c0_g1_i2.1,1.183496763,219.8093754,8.230266908,0.958175468,13.47938905,rhythmic
TRINITY_DN19451_c0_g1_i10.1,0.976330667,70.52273991,2.4139218,0.919667135,12.32243457,rhythmic
TRINITY_DN6720_c0_g1_i1.1,7.834966683,290.3838242,8.800286108,0.843522981,10.9100533,rhythmic
TRINITY_DN8101_c0_g1_i4.1,0.016387607,287.7167406,9.639441946,1.075155499,12.06116506,rhythmic
TRINITY_DN14179_c0_g1_i15.1,3.979613609,44.33329075,1.087959442,0.925816435,8.834566362,rhythmic
TRINITY_DN7077_c0_g1_i2.1,0.332467855,38.3332177,1.012758045,0.952931932,9.511147721,rhythmic
TRINITY_DN19725_c0_g1_i9.1,2.56424619,42.43894625,1.547772683,0.893338598,13.12940625,rhythmic
TRINITY_DN2838_c0_g1_i2.1,4.10889513,215.1226601,20.29648394,1.035236339,33.96543264,rhythmic
TRINITY_DN20561_c0_g1_i3.1,0.706539722,22.33767515,0.758090481,0.92842219,12.21759074,rhythmic
TRINITY_DN1059_c0_g1_i4.1,3.06929465,130.0266616,5.03433101,1.259444118,13.93836573,nonrhythmic
TRINITY_DN1204_c1_g1_i3.1,1153.250338,140.5742236,6.453143518,1.035295036,16.52601456,rhythmic
TRINITY_DN34046_c0_g1_i5.1,1.090338807,87.21947689,2.924146693,0.911228129,12.06946942,rhythmic
TRINITY_DN20379_c0_g1_i8.1,0.605980717,41.4528869,1.470824463,0.946010673,12.77346033,rhythmic
TRINITY_DN9817_c1_g1_i2.1,0.78791536,227.7894162,8.499152833,0.789750654,13.43212108,nonrhythmic
TRINITY_DN3035_c0_g1_i5.1,4.06998556,187.5115122,8.681143381,0.933910162,16.66677198,rhythmic
TRINITY_DN679_c0_g1_i4.1,45.08082399,66.87410006,1.885534258,1.05801721,10.15030232,rhythmic
TRINITY_DN76392_c0_g1_i5.1,0.10564248,290.9709753,11.39517602,1.019730618,14.09853118,rhythmic
TRINITY_DN70887_c0_g1_i2.1,0.030998211,208.8216427,8.205803698,1.174968274,14.14647109,rhythmic
TRINITY_DN81031_c0_g1_i4.1,0.023019096,111.2594143,3.741685887,1.072824714,12.10690285,rhythmic
TRINITY_DN75496_c0_g1_i4.1,0.483746724,279.54913,9.734657404,1.057881093,12.53617446,rhythmic
TRINITY_DN564_c1_g1_i2.1,58.23139735,28.37768877,0.948716062,0.792731647,12.03543336,nonrhythmic
TRINITY_DN360_c0_g1_i13.1,8.171113169,40.99863624,1.475924072,0.934357237,12.95976439,rhythmic
TRINITY_DN6835_c0_g1_i10.1,0.015276122,345.4463962,10.18568147,1.07573114,10.61480267,rhythmic
TRINITY_DN26045_c0_g1_i2.1,42.13652842,229.6795428,8.501950157,1.036216818,13.32596721,rhythmic
TRINITY_DN85788_c0_g1_i3.1,6.893689358,231.9098208,8.707718301,0.979105633,13.51723087,rhythmic
TRINITY_DN12388_c0_g1_i2.1,14.06217556,7.516624217,0.182568806,1.010048085,8.743921227,rhythmic
TRINITY_DN14472_c2_g1_i35.1,0.209975423,315.9246468,10.98200611,1.019464389,12.51413031,rhythmic
TRINITY_DN21595_c2_g1_i1.1,0.205690912,216.5797622,8.168908829,0.994376814,13.57840247,rhythmic
TRINITY_DN1376_c1_g1_i2.1,0.050190575,309.8509764,13.69191011,1.278850207,15.90792998,nonrhythmic
TRINITY_DN2461_c0_g1_i10.1,0.764964449,109.2089939,5.230358755,0.987241369,17.24152091,rhythmic
TRINITY_DN11117_c0_g1_i7.1,0.174348402,112.488756,4.837510286,1.062082915,15.48158025,rhythmic
TRINITY_DN20241_c0_g1_i18.1,0.929818843,64.48625172,2.203671428,0.954130426,12.30218369,rhythmic
TRINITY_DN4825_c0_g1_i2.1,11.62152752,292.0318395,8.183764197,0.941940939,10.08847226,rhythmic
TRINITY_DN135668_c0_g1_i6.1,0.007730135,54.17610609,1.729542711,1.072898382,11.49280413,rhythmic
TRINITY_DN8024_c1_g1_i4.1,0.707017917,235.6985425,7.748694848,1.062379774,11.83516077,rhythmic
TRINITY_DN7279_c1_g2_i1.1,0.002122972,124.2095168,4.135594505,1.129511824,11.986312,rhythmic
TRINITY_DN11715_c0_g2_i2.1,0.148134227,118.2503276,5.265289235,0.964311806,16.02958878,rhythmic
TRINITY_DN11269_c0_g1_i6.1,0.565733979,351.7448409,11.35904285,0.944437711,11.62563015,rhythmic
TRINITY_DN63567_c1_g1_i6.1,0.211256328,350.5029406,12.54348279,1.131282556,12.88335497,rhythmic
TRINITY_DN26767_c0_g1_i5.1,0.161541008,246.2581641,8.461722755,1.011124024,12.37002721,rhythmic
TRINITY_DN25702_c0_g1_i4.1,0.605920177,90.3468864,3.036822228,0.904899629,12.10064946,rhythmic
TRINITY_DN213_c1_g1_i8.1,10.425775,146.1457622,4.07891311,0.716373679,10.04756277,nonrhythmic
TRINITY_DN8779_c0_g1_i3.1,1.325520435,229.8338458,8.396243344,0.951586654,13.15144683,rhythmic
TRINITY_DN39593_c0_g1_i1.1,1.821769615,331.4894292,9.214563382,1.014570032,10.00708477,rhythmic
TRINITY_DN9697_c0_g1_i6.1,2.566024441,3.942648157,0.15376909,0.863853203,14.04053071,rhythmic
TRINITY_DN209190_c0_g1_i3.1,0.001642992,35.7673213,1.433359879,1.187186213,14.42684377,rhythmic
TRINITY_DN70724_c0_g1_i7.1,0.201229395,283.0743481,10.60180043,1.025773529,13.4828471,rhythmic
TRINITY_DN179_c1_g1_i2.1,24.50354375,183.1346887,8.01931859,1.026243248,15.76410626,rhythmic
TRINITY_DN21876_c0_g1_i2.1,2.703119275,282.0726704,8.227123319,0.979904737,10.50000481,rhythmic
TRINITY_DN7829_c3_g1_i6.1,0.114543559,299.6821212,8.382336572,0.937173733,10.06947346,rhythmic
TRINITY_DN1737_c0_g1_i6.1,6.052026415,305.0173216,8.819213816,0.916095723,10.4089727,rhythmic
TRINITY_DN82795_c0_g1_i1.1,0.751548071,304.1467033,8.468575215,0.996384765,10.02373869,rhythmic
TRINITY_DN26275_c0_g1_i12.1,0.245231576,8.40544012,0.315036983,0.893604201,13.49284656,rhythmic
TRINITY_DN651_c0_g1_i10.1,12.52670719,48.80808651,2.187209332,0.974068969,16.13247754,rhythmic
TRINITY_DN8971_c0_g1_i4.1,67.4050414,56.17580948,2.294826699,1.01553244,14.70628762,rhythmic
TRINITY_DN30724_c0_g1_i5.1,0.295989172,7.858354765,0.30726408,0.989518025,14.07611036,rhythmic
TRINITY_DN37751_c0_g1_i7.1,0.279356805,138.2655308,3.826118319,0.920276715,9.96200996,rhythmic
TRINITY_DN640_c0_g1_i1.1,8.107359691,338.7663206,9.380634008,0.915331428,9.968606788,rhythmic
TRINITY_DN4670_c0_g1_i1.1,1.102341354,186.4421288,5.194889494,1.076760978,10.03078129,rhythmic
TRINITY_DN43577_c1_g1_i10.1,14.34995892,352.7086424,9.514691491,0.943864954,9.711383633,rhythmic
TRINITY_DN83407_c0_g1_i3.1,1.152324828,215.2411591,7.455870178,1.028763381,12.47026022,rhythmic
TRINITY_DN31559_c0_g1_i28.1,0.428246116,41.49484051,1.613447709,0.906176455,13.99791319,rhythmic
TRINITY_DN744_c0_g1_i1.1,3.897023696,288.9676106,12.49756001,0.986023584,15.56963977,rhythmic
TRINITY_DN44615_c0_g1_i1.1,1.645897499,21.10974317,0.692749229,0.956696645,11.81396288,rhythmic
TRINITY_DN3680_c0_g1_i2.1,0.805406599,116.6956819,3.655759841,0.93341552,11.27782555,rhythmic
TRINITY_DN5170_c0_g1_i11.1,7.333929077,54.46963169,1.863641161,0.806861598,12.31715356,rhythmic
TRINITY_DN112073_c0_g1_i18.1,0.014105598,228.5486448,6.156554035,1.093609586,9.697539247,rhythmic
TRINITY_DN22762_c0_g1_i18.1,0.493300216,220.2442316,7.969864955,0.937502529,13.02713521,rhythmic
TRINITY_DN39919_c0_g1_i2.1,0.49880482,347.3460813,9.285652881,1.014084562,9.623931913,rhythmic
TRINITY_DN39632_c0_g1_i4.1,0.05523085,65.07636901,1.707514076,1.00789529,9.445902971,rhythmic
TRINITY_DN12526_c0_g1_i11.1,0.127300752,294.2410596,19.35430092,0.709122842,23.67972825,nonrhythmic
TRINITY_DN34276_c0_g1_i4.1,0.392212079,1.739913649,0.062970051,0.84313125,13.02893305,rhythmic
TRINITY_DN50073_c0_g1_i7.1,0.078388145,13.25503249,0.638134758,0.956786863,17.33141831,rhythmic
TRINITY_DN10651_c0_g1_i1.1,1.635490758,237.419426,8.038147169,0.993989352,12.18827385,rhythmic
TRINITY_DN9504_c0_g1_i9.1,0.068142234,33.17233902,1.347517943,1.120330745,14.62382436,rhythmic
TRINITY_DN109336_c1_g1_i1.1,0.178480261,240.8815445,6.004257669,0.946917007,8.973426194,rhythmic
TRINITY_DN9037_c0_g2_i2.1,0.892670944,331.1144857,13.8195922,0.842465979,15.0251753,rhythmic
TRINITY_DN258169_c0_g1_i1.1,0.083556925,85.92115157,2.334497724,1.020683018,9.781283948,rhythmic
TRINITY_DN1427_c0_g1_i9.1,4.836494033,47.15395738,1.630399268,0.896464894,12.44739083,rhythmic
TRINITY_DN11440_c1_g1_i1.1,4.591648893,231.907331,8.455993188,0.931982315,13.12661197,rhythmic
TRINITY_DN587_c7_g1_i9.1,0.136611107,168.7281785,5.80602584,1.064816747,12.38779036,rhythmic
TRINITY_DN15461_c0_g1_i30.1,0.348382137,336.4040843,9.430918384,1.171831238,10.09241795,rhythmic
TRINITY_DN30889_c1_g1_i6.1,0.219055251,200.0605358,7.322293233,1.080797716,13.17613968,rhythmic
TRINITY_DN25180_c1_g1_i4.1,0.162112774,308.3056212,8.540605224,0.88042216,9.972629979,rhythmic
TRINITY_DN23725_c0_g1_i10.1,1.113478315,13.23238223,0.500005601,0.866103726,13.60314517,rhythmic
TRINITY_DN2595_c0_g1_i7.1,7.901187579,44.23874847,1.594191468,0.914327351,12.97299197,rhythmic
TRINITY_DN12316_c0_g1_i1.1,12.78674404,228.3774705,8.272690857,0.877865776,13.04055388,rhythmic
TRINITY_DN295080_c0_g1_i1.1,0.125473432,148.8547403,4.921372979,0.967220806,11.90216898,rhythmic
TRINITY_DN108563_c0_g1_i1.1,0.022334517,267.2587658,10.26516346,1.011591391,13.82726899,rhythmic
TRINITY_DN29350_c0_g1_i1.1,30.28879752,26.49951096,1.025093272,1.134383248,13.92605238,rhythmic
TRINITY_DN6206_c5_g1_i8.1,1.961208222,241.5400968,10.6783863,1.261231507,15.91544889,nonrhythmic
TRINITY_DN1691_c2_g1_i7.1,0.395706221,117.967577,4.502022985,1.142884934,13.73876039,rhythmic
TRINITY_DN5318_c0_g1_i3.1,12.73519305,66.40205929,2.23802537,0.811699049,12.13349619,rhythmic
TRINITY_DN29237_c0_g1_i5.1,0.051280889,241.4675833,6.704386914,1.009028007,9.995458837,rhythmic
TRINITY_DN36467_c0_g1_i3.1,0.052672336,157.8841359,5.603154907,1.221542197,12.77605096,nonrhythmic
TRINITY_DN148017_c0_g1_i1.1,273.73228,71.49712196,1.993301579,0.607293205,10.03660775,nonrhythmic
TRINITY_DN11490_c0_g1_i3.1,0.536807065,275.3689772,9.265820914,0.878100936,12.11354875,rhythmic
TRINITY_DN5989_c0_g1_i7.1,0.035496596,340.8976718,13.03561029,1.0372968,13.76606557,rhythmic
TRINITY_DN5664_c0_g1_i2.1,1.272433034,47.61933012,1.639705812,0.966378818,12.3961024,rhythmic
TRINITY_DN9530_c1_g2_i3.1,39.1787283,217.3236412,8.121462204,0.886117149,13.45332877,rhythmic
TRINITY_DN16805_c0_g1_i1.1,0.89136171,300.217246,12.38149192,0.989881046,14.84703877,rhythmic
TRINITY_DN7700_c0_g1_i8.1,0.092108362,209.6211936,10.30491511,1.131778818,17.6974922,rhythmic
TRINITY_DN2980_c0_g1_i7.1,1.363265761,312.6278824,9.048434361,0.922615584,10.41953246,rhythmic
TRINITY_DN3380_c1_g2_i1.1,19.19456977,277.9345983,6.81353992,1.487706681,8.825365341,nonrhythmic
TRINITY_DN9509_c4_g1_i9.1,0.867206552,82.10674217,2.450661238,0.817082329,10.74501341,rhythmic
TRINITY_DN1827_c13_g1_i3.1,958.284027,140.8685517,3.719671897,1.017744561,9.505896572,rhythmic
TRINITY_DN73679_c0_g1_i10.1,0.138387138,0,NA,NA,Inf,nonrhythmic
TRINITY_DN73679_c0_g1_i10.2,NA,0,NA,NA,Inf,nonrhythmic
TRINITY_DN491_c13_g1_i1.1,730.5330965,322.4327996,9.002310304,1.093347452,10.05118497,rhythmic
TRINITY_DN16106_c0_g1_i1.1,0.203148685,166.1514304,5.81421974,0.995476522,12.59765927,rhythmic
TRINITY_DN38945_c0_g1_i1.1,5.581828223,348.2038216,10.84726495,1.337083318,11.21474015,nonrhythmic
TRINITY_DN22333_c0_g2_i1.1,100.4918765,62.81345387,2.286736691,0.955490752,13.10587395,rhythmic
TRINITY_DN11833_c1_g1_i6.1,1.025775422,62.90061578,2.159411951,0.927634753,12.35899351,rhythmic
TRINITY_DN21270_c0_g1_i6.1,0.057273608,289.7551617,8.049907685,1.005211046,10.00143276,rhythmic
TRINITY_DN3241_c0_g2_i10.1,1.400455072,20.20054457,0.744101482,1.310900988,13.26085704,nonrhythmic
TRINITY_DN14302_c0_g1_i3.1,0.518354486,247.7237863,23.69523382,1.019061465,34.43465927,rhythmic
TRINITY_DN19581_c0_g1_i2.1,0.326280662,339.3436075,12.75100332,1.005432958,13.52717745,rhythmic
TRINITY_DN1680_c1_g1_i9.1,0.235237638,55.24968408,1.908435698,0.946126013,12.43512724,rhythmic
TRINITY_DN58639_c0_g1_i9.1,0.059849526,42.67533695,1.50999994,0.967049656,12.738036,rhythmic
TRINITY_DN4273_c7_g1_i1.1,0.085766919,268.4250153,7.742516267,1.532795019,10.38392734,nonrhythmic
TRINITY_DN1034_c3_g1_i23.1,0.370192215,182.1568055,7.964190983,1.055033924,15.7397839,rhythmic
TRINITY_DN1306_c0_g1_i25.1,16.19755349,242.009209,13.37637827,1.031660895,19.89798734,rhythmic
TRINITY_DN92_c0_g1_i20.1,239.3144798,75.86456278,2.254555006,1.2531094,10.69853661,nonrhythmic
TRINITY_DN58013_c0_g1_i2.1,2.357602325,3.373227405,0.110161445,1.089994858,11.75672895,rhythmic
TRINITY_DN52243_c1_g2_i5.1,0.047916868,184.6288687,5.242545279,1.031534606,10.22221668,rhythmic
TRINITY_DN43079_c0_g1_i5.1,7.655904835,296.4097999,8.2402954,0.873959426,10.00812505,rhythmic
TRINITY_DN33807_c0_g1_i1.1,0.095381301,232.7986636,10.14294441,1.046217049,15.68505562,rhythmic
TRINITY_DN29500_c0_g1_i4.1,2.416289241,285.2038435,8.204245634,0.922130448,10.35585072,rhythmic
TRINITY_DN25610_c0_g1_i24.1,0.332125808,63.22739931,2.052841987,0.963737279,11.68833644,rhythmic
TRINITY_DN107678_c0_g1_i1.1,0.855050547,163.4247477,4.586972116,1.045066983,10.10440576,rhythmic
TRINITY_DN4944_c0_g1_i3.1,1.850995216,129.034946,17.32124317,1.00472679,48.32526177,nonrhythmic
TRINITY_DN7757_c0_g1_i5.1,3.327234985,262.1438916,7.744875816,0.996839805,10.63597277,rhythmic
TRINITY_DN8597_c0_g1_i2.1,201.1673107,63.92676322,2.277832615,0.841785071,12.82748727,rhythmic
TRINITY_DN1932_c3_g1_i11.1,1.625620328,264.0426981,7.439575479,0.899684621,10.14323514,rhythmic
TRINITY_DN16770_c0_g1_i5.1,0.029233525,74.45281884,2.890801779,1.185389914,13.97782726,rhythmic
TRINITY_DN9091_c0_g1_i23.1,0.247688353,326.8229238,10.85340234,0.997385893,11.95517376,rhythmic
TRINITY_DN77459_c0_g1_i3.1,0.279863251,295.375095,8.273946273,0.823036668,10.08419704,rhythmic
TRINITY_DN30340_c0_g1_i2.1,0.926748966,230.2812472,8.623104963,0.937811073,13.48054965,rhythmic
TRINITY_DN849_c0_g1_i1.1,27.02393482,127.7154392,5.127727444,1.003031675,14.45386627,rhythmic
TRINITY_DN5247_c1_g1_i2.1,1.475658765,164.9833896,6.156208611,0.865019106,13.43308017,rhythmic
TRINITY_DN3652_c0_g1_i2.1,2.017784271,43.85302456,1.41174876,1.011913793,11.58938428,rhythmic
TRINITY_DN1405_c0_g1_i1.1,2.194212999,303.2428825,12.18001965,1.164245886,14.45971968,rhythmic
TRINITY_DN1720_c1_g1_i1.1,16.03253293,274.8694498,8.763314824,0.927563796,11.47742442,rhythmic
TRINITY_DN3310_c0_g1_i19.1,1.484775702,184.8322173,4.613094355,0.852102409,8.98498104,rhythmic
TRINITY_DN23978_c0_g1_i9.1,0.014419198,323.0912197,10.1497199,1.056670942,11.30918744,rhythmic
TRINITY_DN17910_c0_g1_i2.1,0.985538713,273.9246576,8.266324486,0.905639839,10.86385155,rhythmic
TRINITY_DN46861_c0_g1_i2.1,0.183737885,269.4280896,7.399270119,1.041676911,9.88663523,rhythmic
TRINITY_DN36609_c0_g1_i3.1,1.082523144,49.79976436,1.80358943,0.975262907,13.03805757,rhythmic
TRINITY_DN14336_c1_g2_i3.1,0.15441659,358.0534846,11.77310598,0.986432172,11.83710908,rhythmic
TRINITY_DN5578_c0_g1_i6.1,1.915303249,248.106798,8.519008741,1.05854384,12.36097992,rhythmic
TRINITY_DN77061_c0_g1_i9.1,0.008075262,201.2739057,6.391598478,1.030593564,11.43206042,rhythmic
TRINITY_DN2275_c0_g1_i11.1,26.2412497,287.9278753,8.663454981,0.851624654,10.83203142,rhythmic
TRINITY_DN4662_c0_g1_i13.1,0.156353008,192.6006379,5.376488643,1.244552114,10.0494782,nonrhythmic
TRINITY_DN11633_c0_g1_i1.1,1.366386112,34.8732787,1.323461001,1.006903471,13.66220723,rhythmic
TRINITY_DN35793_c0_g1_i2.1,0.893138284,206.7042711,7.977498834,0.85791892,13.89376023,rhythmic
TRINITY_DN18663_c0_g1_i1.1,0.303112974,35.3768092,2.04813639,1.098363355,20.84215951,rhythmic
TRINITY_DN2093_c2_g1_i5.1,2.824840582,28.18537456,0.840066511,0.846810094,10.72981816,rhythmic
TRINITY_DN1359_c1_g2_i10.1,5.860069807,60.58795032,2.131808836,0.842343947,12.66672956,rhythmic
TRINITY_DN14707_c0_g1_i12.1,2.176879873,62.83018174,2.185017795,0.855751031,12.5195628,rhythmic
TRINITY_DN14446_c0_g1_i29.1,0.183442577,245.3601341,8.919740086,1.030114803,13.08731935,rhythmic
TRINITY_DN30076_c0_g1_i14.1,64.24316659,103.7665613,3.051037799,1.007639225,10.58504391,rhythmic
TRINITY_DN15198_c0_g1_i2.1,74.52296335,231.7550998,8.182198938,0.651518513,12.70993225,nonrhythmic
TRINITY_DN31522_c0_g1_i6.1,0.760783298,121.4635121,3.77293047,0.886795617,11.18241145,rhythmic
TRINITY_DN17425_c0_g1_i4.1,374.3145201,354.4141545,9.796652736,1.088459515,9.95105568,rhythmic
TRINITY_DN22516_c0_g1_i1.1,0.452221188,234.7046046,8.036641017,0.953230341,12.32694506,rhythmic
TRINITY_DN26072_c0_g1_i9.1,0.196325177,92.4619783,2.998277054,0.973473493,11.67376861,rhythmic
